Dayahead Market MCPs.

01/01/2023,,All Hours-Ending are Eastern Standard Time (EST)

,,MCP Type, HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
CONS.RENAIGEN2,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
CONS.RENAIGEN3,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
CONS.RENAIGEN4,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
CONS.SCWND1,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
CONS.SCWND2,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
CONS.SCWND3,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
CONS.SCWND4,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
CONS.TIPPY,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
CONS.TUSCOLA1,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
CONS.VKLINCOLN,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
CONS.VKMCBAIN1,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
CONS.VSTBG8,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
CONS.ZEELAND1A,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
CONS.ZEELAND1B,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
CONS.ZEELAND2A,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
CONS.ZEELAND2B,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
CONS.ZEELAND2C,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.APPLE,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.BLR1.DEMO,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.BLR1.MPPA,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.BLR2.DEMO,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.BLR2.MPPA,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.BROOKFLD1,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.BRP11,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.BRP121,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.BRP122,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.BRP13,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.BWEC.11,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.BWEC.12,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.BWECSTG1,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.CC.BWEC,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.CC.DIG2,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.CC.DIG3,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.COFAXP11,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.CWEP,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.DEAN12,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.DEAN34,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.DEERFLD,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.DFWE2,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.DIGG1,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.DIGG2,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.DIGG3,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.DIGS2,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.DIGS3,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.DIGSINT,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.DLRYP11,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.DLRYP12,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.DR.POET,Zone 3,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.DRRGERDAU,Zone 3,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.EXGNHW2,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.EXGNMW2,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.FERMI2,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.FRMP112,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.FRMP113,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.FRMP114,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.GRNWD1,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.GWDP111,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.GWDP112,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.GWDP12,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.HNKP111,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.HNKP113,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.HNKP121,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.HNKP122,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.HVSTW,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.JUDD11,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.JUDD12,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.JUDD13,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.JUDD14,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.LUD1,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.LUD2,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.LUD3,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.LUD4,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.LUD5,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.LUD6,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.MCKINLEY1,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.MINDEN1,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.MONROE1,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.MONROE2,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.MONROE3,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.MONROE4,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.MONRP11,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.NEP111,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.NEP112,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.NEP113,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.NEP114,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.NEP12,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.NEP131,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.NEP132,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.NOBEL,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.OLIVRP11,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.OSHEA.BES,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.PEGASUS,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.PEGASUS2,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.PHEASANT1,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.PINE_TREE,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.PINNEBOG,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.PLACDP12,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.PUTNMP11,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.RRP11,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.SIGEL1,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.SLOCMP11,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.STCLAIR2,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.STCLAIR3,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.STCLAIR6,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.STCLAIR7,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.STCLP11,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.STCLP12,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.SUPP111,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.SUPP112,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.SUPP113,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.SUPP114,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.TRNCNL9,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.TURTLE1,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.TURTLE2,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.TUSCOLA2,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
DECO.WILMTP11,Zone 3,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.1ROCKGEN,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.BEARCRK,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.CC.RIVS1,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.CC.RIVS2,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.CC.WRIVS1,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.CC.WRIVS2,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.CEDARDGE,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.COLUMBAL1,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.COLUMBAL2,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.CRAWFISH,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.EDGG5G5,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.KILBOUNIL,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.NEENAHG1,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.NEENAHG2,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.NROCK,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.PDSG1S1,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.PPKC.ESR1,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.QUILTBLCK,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.ROCKGEN2,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.ROCKGEN3,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.SFONDDLG1,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.SFONDDLG2,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
ALTE.SFONDDLG3,Zone 4,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
